boundary_punishment
-0.3593157644750612
-0.2260433464809028
-0.34834075137569537
-0.08996897000245135
-0.45895687659580436
-0.45027826071728033
-0.30641749717277433
-0.4794676300960815
-0.33877431306431116
-0.6108727615325605
