duplicate_tracking_punishment
0.01757249251057496
0.01935454308830935
0.02196793611205384
0.027922741811027538
0.015955402291700418
0.025026299320734774
0.017491797164536763
0.00829782932956918
0.008108128072840278
0.022297063825071232
