Reward
-0.04710572162313798
-0.027691798495290056
-0.043726453841913177
-0.006774462010700545
-0.06007234935270755
-0.05992777378578737
-0.03851818926895047
-0.06546392779349215
-0.04568391322761682
-0.081485886045581
