x,y
3.227672753653879454e+02,1.972292761463450688e+03
3.091404629395580059e+02,1.966022994074524149e+03
3.000704696192942720e+02,1.954075809419955021e+03
2.940047850741503339e+02,1.940356936616448138e+03
2.863199049906546065e+02,1.927475064931700899e+03
2.749736673641790503e+02,1.917663699495455603e+03
2.641244805042809958e+02,1.907305362540180568e+03
2.578337830586174277e+02,1.893688199632764054e+03
2.589000810390788274e+02,1.878726147346501193e+03
2.659515641920735902e+02,1.865486940975157268e+03
2.694597909158181324e+02,1.850902965342470452e+03
2.754223443960399891e+02,1.837138955897708684e+03
2.838921597476154943e+02,1.824759043623778098e+03
2.914850809899872388e+02,1.811822755631964583e+03
3.044609693779107715e+02,1.804297709416548287e+03
3.192017924086612766e+02,1.801521356345324193e+03
3.338287115076358873e+02,1.798196715361390488e+03
3.488217482927713604e+02,1.798653714223067936e+03
3.638208805467268689e+02,1.798815057423578992e+03
3.787968105347051164e+02,1.797965633503987419e+03
3.926034272918016086e+02,1.803828852220926365e+03
4.021434288607027270e+02,1.815404186776150482e+03
4.102822151775752104e+02,1.828004193017747639e+03
4.229872537595662152e+02,1.835978024883928356e+03
4.357533017868925640e+02,1.843853811686781683e+03
4.429837335802469624e+02,1.856996142381207619e+03
4.519715966588814240e+02,1.869005235489336883e+03
4.654975208642094344e+02,1.875489784385884832e+03
4.741215500888318957e+02,1.887762767720545526e+03
4.840889076880904440e+02,1.898972218308710126e+03
4.937463559359082979e+02,1.910449748240743475e+03
5.059549055619816613e+02,1.919164753463214765e+03
5.162111106445627229e+02,1.930110540657566617e+03
5.224364874297788219e+02,1.943757689952642522e+03
5.300394675973553831e+02,1.956688068623487197e+03
5.398524002792860301e+02,1.968032950825603621e+03
5.485837534802367372e+02,1.980229813999397493e+03
5.617272389088891487e+02,1.987458146503288162e+03
5.753297087876346723e+02,1.993780552152866676e+03
5.882952560692402812e+02,2.000000000000000000e+03
6.030860239177649191e+02,2.000000000000000000e+03
6.180221830558051579e+02,1.998617556437630583e+03
6.329019116600607049e+02,2.000000000000000000e+03
6.478864540731967736e+02,2.000000000000000000e+03
6.612572143302808172e+02,1.993201267018952649e+03
6.762446012564950024e+02,1.993816273623750249e+03
6.892645207313253195e+02,2.000000000000000000e+03
7.011383397037905070e+02,2.000000000000000000e+03
7.131753320967867467e+02,2.000000000000000000e+03
7.235662276992325133e+02,2.000000000000000000e+03
7.272530586913716206e+02,2.000000000000000000e+03
7.262620021862128397e+02,2.000000000000000000e+03
7.213451425402399764e+02,2.000000000000000000e+03
7.123923082939319329e+02,2.000000000000000000e+03
7.021297032368763666e+02,2.000000000000000000e+03
6.943620737007834123e+02,2.000000000000000000e+03
6.901178809934035598e+02,2.000000000000000000e+03
6.866439247619568960e+02,2.000000000000000000e+03
6.866938761884971427e+02,2.000000000000000000e+03
6.798921762292752646e+02,2.000000000000000000e+03
6.798825483350907461e+02,2.000000000000000000e+03
6.857461478468434279e+02,2.000000000000000000e+03
6.909519331023465156e+02,2.000000000000000000e+03
6.892571144923175552e+02,2.000000000000000000e+03
6.851389109775149109e+02,2.000000000000000000e+03
6.862454596891511756e+02,2.000000000000000000e+03
6.865883105039608836e+02,2.000000000000000000e+03
6.943385552886942378e+02,2.000000000000000000e+03
6.951762422717664549e+02,2.000000000000000000e+03
6.916565266205707303e+02,2.000000000000000000e+03
6.946298696730641495e+02,2.000000000000000000e+03
6.906810203791849290e+02,2.000000000000000000e+03
6.828988794090543024e+02,2.000000000000000000e+03
6.727410752128041622e+02,2.000000000000000000e+03
6.645637940177122118e+02,2.000000000000000000e+03
6.527850737504539893e+02,2.000000000000000000e+03
6.390179556334171593e+02,2.000000000000000000e+03
6.240223103653515864e+02,1.999638581967325308e+03
6.096529107479015011e+02,2.000000000000000000e+03
5.950134273757053052e+02,1.996731127626353100e+03
5.836520379119532436e+02,1.986937311748313277e+03
5.729435490539074181e+02,1.976433585439183389e+03
5.649950174243847414e+02,1.963712703200341593e+03
5.547698629562025872e+02,1.952737904063144924e+03
5.407033421644762257e+02,1.947528970120779150e+03
5.260933955659816093e+02,1.944130520416997342e+03
5.116012988948293696e+02,1.940260231787711518e+03
5.007799333182369423e+02,1.929872833313707588e+03
4.911385563511903456e+02,1.918381799844984926e+03
4.796528200399359889e+02,1.908734113003656830e+03
4.659411808416248846e+02,1.902652094383548956e+03
4.554229879220891917e+02,1.891957814711339552e+03
4.428870261803243125e+02,1.883720724010794356e+03
4.279625570837985151e+02,1.882217320476527220e+03
4.139705696073590957e+02,1.887623269649351641e+03
4.001129708001337235e+02,1.893364955403377735e+03
3.857725927880561017e+02,1.897764223350516431e+03
3.709239229804993556e+02,1.899889548018926689e+03
3.573337883764857565e+02,1.906238425198774394e+03
3.436799663867500954e+02,1.912449153422792278e+03
3.287848570621056297e+02,1.914219949347479769e+03
3.150944085195521893e+02,1.920349518557766487e+03
3.020841850261642207e+02,1.927815044972701799e+03
2.872481611992932926e+02,1.930026921327410037e+03
2.731697973543987246e+02,1.924850081417700267e+03
2.581733712873754030e+02,1.924522659341010467e+03
2.447303542303386052e+02,1.931177378899655878e+03
2.347634651673178610e+02,1.942387246089120481e+03
2.225251776206933414e+02,1.951060441459117328e+03
2.142815074140125944e+02,1.963592077486527387e+03
2.072381214697758196e+02,1.976835593426055311e+03
1.983983205593022490e+02,1.988954088376468462e+03
1.876360893517635304e+02,1.999402742808283165e+03
1.776294030767945742e+02,2.000000000000000000e+03
1.673418402959420064e+02,2.000000000000000000e+03
1.612587061116857399e+02,2.000000000000000000e+03
1.558365692904721413e+02,2.000000000000000000e+03
1.458857180734546262e+02,2.000000000000000000e+03
1.408618031830414452e+02,2.000000000000000000e+03
1.350797505298112071e+02,2.000000000000000000e+03
1.330021088791110060e+02,2.000000000000000000e+03
1.324303498884721648e+02,2.000000000000000000e+03
1.357253832931292834e+02,2.000000000000000000e+03
1.378712345447355574e+02,2.000000000000000000e+03
1.471108009856994840e+02,2.000000000000000000e+03
1.554868515544993102e+02,2.000000000000000000e+03
1.601459326934732985e+02,2.000000000000000000e+03
1.622090380355536468e+02,2.000000000000000000e+03
1.623211888824082223e+02,2.000000000000000000e+03
1.584118006574824449e+02,2.000000000000000000e+03
1.517209513786059460e+02,2.000000000000000000e+03
1.494291334839080321e+02,2.000000000000000000e+03
1.403301141027228311e+02,2.000000000000000000e+03
1.369161869645246554e+02,2.000000000000000000e+03
1.313610638516783240e+02,2.000000000000000000e+03
1.242167714941206498e+02,2.000000000000000000e+03
1.119687458346686100e+02,2.000000000000000000e+03
9.785739653564704099e+01,2.000000000000000000e+03
8.286725737152436011e+01,2.000000000000000000e+03
6.788111281050817070e+01,1.999355429448140058e+03
5.295896535777404779e+01,1.997829154440528100e+03
3.853126629926247659e+01,1.993725314790027141e+03
2.355702911184354065e+01,1.994604075653356631e+03
8.650233922250707863e+00,1.996273643614097409e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+03
1.638856539641001531e+00,2.000000000000000000e+03
9.434894666556905563e+00,2.000000000000000000e+03
1.670077701797140790e+01,2.000000000000000000e+03
2.078979984585350138e+01,2.000000000000000000e+03
2.481803074021737388e+01,2.000000000000000000e+03
3.378268272269895789e+01,2.000000000000000000e+03
3.906571868867116137e+01,2.000000000000000000e+03
5.022593116581936812e+01,2.000000000000000000e+03
6.028656318441578321e+01,2.000000000000000000e+03
7.204723929670949190e+01,2.000000000000000000e+03
8.316851053280902306e+01,2.000000000000000000e+03
9.596548437215851379e+01,2.000000000000000000e+03
1.096723265863632690e+02,2.000000000000000000e+03
1.245776570316173633e+02,2.000000000000000000e+03
1.383197433195124972e+02,2.000000000000000000e+03
1.481387721119469632e+02,2.000000000000000000e+03
1.615680219212029840e+02,2.000000000000000000e+03
1.747860228584947890e+02,2.000000000000000000e+03
1.896070680977257439e+02,2.000000000000000000e+03
2.046016183958228112e+02,2.000000000000000000e+03
2.187703751604464628e+02,1.995075943568059756e+03
2.304421211834763312e+02,1.985654142000743377e+03
2.380786457656847972e+02,1.972743545875648124e+03
2.485206689798866648e+02,1.961974880629013796e+03
2.534160263548860428e+02,1.947796182657371901e+03
