boundary_punishment
-0.2026780754688485
-0.3411879229194018
-0.2823772030770699
-0.0983342978741835
0.04393095558765427
-0.42456743969556965
-0.07728057161280691
-0.5451092215001656
-0.1168397279523433
-0.41365626232619235
