duplicate_tracking_punishment
-0.012818930927363309
-0.015845682527578144
-0.02978331042648676
-0.009847689786022336
-0.06620611966376153
-0.023196517482302233
-0.011693212876498663
-0.011850280993275644
-0.012425893523804405
-0.020753176706838624
