boundary_punishment
-0.1717298805200078
-0.20765855674362454
-0.25681052037327384
-0.4891721667666911
-0.15580222779458003
-0.21860268661106128
-0.3354875748438868
-0.12063104056800811
-0.36879253962172787
-0.1291121942123343
