Reward
0.0023062298558286236
-0.026805861200464756
-0.039260237205548006
-0.06375797991705492
-0.0211488779092681
-0.004236030725429506
-0.02307318695784133
-0.012006842165698124
-0.028884502204190043
-0.00916928195272993
