boundary_punishment
0.07427881270972701
-0.09209802215561608
-0.4578415054987288
-0.17259430158578623
-0.23005273142201108
-0.1842551213110671
-0.16364776100014944
0.010740708206043689
-0.2252333698378028
-0.25537155818109625
