Reward
0.0007573484527050892
-0.01993174945645848
-0.07324539285237144
-0.02683750339927953
-0.037836162839093364
-0.03452930151973332
-0.02403521005460714
-0.006055064268436794
-0.03522340577102859
-0.04125487551926022
